system:index,fecha,latitude,longitude,lst_day_c,lst_night_c,month,occurrence,point_id,year,.geo
0_0_0_0,2021-01-01,41.43816116232839,2.0997670608651617,8.390000000000043,4.300000000000011,1.0,0,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0_0,2021-01-01,41.45594780495396,2.1916647144305728,10.585000000000036,5.725000000000023,1.0,0,1.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0_0,2021-01-01,41.37644690230938,2.102462006717502,10.360000000000014,6.15500000000003,1.0,0,2.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0_0,2021-01-01,41.39665899620207,2.1396522594800444,11.305000000000007,7.060000000000002,1.0,0,3.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0_0,2021-01-01,41.36809257016707,2.043173197965615,11.020000000000039,4.660000000000025,1.0,0,4.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0_0,2021-01-01,41.43357975437938,2.2116073137380283,11.650000000000034,5.775000000000034,1.0,0,5.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_0_0,2021-01-01,41.46645809377816,2.190047746919163,10.885000000000048,5.175000000000011,1.0,0,6.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_0_0,2021-01-01,41.45298336451636,2.1946291548681813,11.150000000000034,5.535000000000025,1.0,0,7.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_0_0,2021-01-01,41.49206007937556,2.187352801066794,10.640000000000043,3.57000000000005,1.0,0,8.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_0_0,2021-01-01,41.4494799349083,2.1803459418506748,9.585000000000036,5.710000000000036,1.0,0,9.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12_0_0,2021-01-01,41.37348246187179,2.1407302378210034,11.160000000000025,6.7900000000000205,1.0,0,10.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13_0_0,2021-01-01,41.31661910438702,2.042903703380375,12.585000000000036,4.295000000000016,1.0,0,11.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14_0_0,2021-01-01,41.38372325611075,2.1296809598263167,10.885000000000048,6.925000000000011,1.0,0,12.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_16_0_0,2021-01-01,41.45675628870967,2.0962636312570737,8.310000000000002,4.125000000000057,1.0,0,13.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_0_0,2021-01-01,41.49879744400646,2.2240040646588852,9.045000000000016,4.660000000000025,1.0,0,14.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_0_0,2021-01-01,41.36566711889995,2.089795761211434,11.755000000000052,5.03000000000003,1.0,0,15.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_0_0,2021-01-01,41.33467524159782,2.058534389324052,11.200000000000045,4.340000000000032,1.0,0,16.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_22_0_0,2021-01-01,41.32982433906358,2.0243085769991183,11.795000000000016,5.775000000000034,1.0,0,17.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_24_0_0,2021-01-01,41.48451423098896,2.2886827651154817,11.720000000000027,5.485000000000014,1.0,0,18.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25_0_0,2021-01-01,41.41255917673099,2.1668712125888874,11.060000000000002,6.525000000000034,1.0,0,19.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_26_0_0,2021-01-01,41.453522353686836,2.15636092376468,8.795000000000016,5.300000000000011,1.0,0,20.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_27_0_0,2021-01-01,41.3780638698208,2.176034028486896,9.830000000000041,6.4950000000000045,1.0,0,21.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_30_0_0,2021-01-01,41.34329906832537,2.1016535229618114,12.035000000000025,4.605000000000018,1.0,0,22.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_31_0_0,2021-01-01,41.44678498905594,2.155552440008961,9.480000000000018,5.4950000000000045,1.0,0,23.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_32_0_0,2021-01-01,41.409864230878625,2.1070434146665207,9.800000000000011,5.680000000000007,1.0,0,24.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_34_0_0,2021-01-01,41.41363715507193,2.1746865555607258,11.335000000000036,6.69500000000005,1.0,0,25.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_37_0_0,2021-01-01,41.4675360721191,2.0876398045295446,9.930000000000007,4.1200000000000045,1.0,0,26.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_41_0_0,2021-01-01,41.36324166763283,2.0213441365615097,10.495000000000005,4.705000000000041,1.0,0,27.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_42_0_0,2021-01-01,41.45675628870967,2.066080237710679,8.53000000000003,4.050000000000011,1.0,0,28.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_44_0_0,2021-01-01,41.447054483641175,2.0313154362152375,8.535000000000025,4.380000000000052,1.0,0,29.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_45_0_0,2021-01-01,41.37833336440603,2.1224046060249577,11.140000000000043,6.69500000000005,1.0,0,30.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_46_0_0,2021-01-01,41.45244437534589,2.1364183244572246,8.305000000000007,4.670000000000016,1.0,0,31.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_47_0_0,2021-01-01,41.47696838260236,2.181693414776845,10.230000000000018,4.160000000000025,1.0,0,32.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_48_0_0,2021-01-01,41.35273137880863,2.095455147501383,12.640000000000043,4.815000000000055,1.0,0,33.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_49_0_0,2021-01-01,41.469961523386225,2.243946663966341,11.450000000000045,5.485000000000014,1.0,0,34.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_50_0_0,2021-01-01,41.368631559337544,2.136957313627704,11.160000000000025,6.7900000000000205,1.0,0,35.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_51_0_0,2021-01-01,41.42711188433372,2.149084569963321,10.525000000000034,5.835000000000036,1.0,0,36.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_54_0_0,2021-01-01,41.46672758836339,2.2342448588978527,11.180000000000007,5.590000000000032,1.0,0,37.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_55_0_0,2021-01-01,41.42765087350419,2.1544744616680305,10.525000000000034,5.835000000000036,1.0,0,38.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_57_0_0,2021-01-01,41.383453761525516,2.1356098407015054,10.885000000000048,6.925000000000011,1.0,0,39.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_59_0_0,2021-01-01,41.46025971831773,2.238017783091152,11.075000000000045,5.270000000000039,1.0,0,40.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_60_0_0,2021-01-01,41.438700151498864,2.1962461223795913,11.620000000000005,5.595000000000027,1.0,0,41.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_61_0_0,2021-01-01,41.4713089963124,2.030237457874307,10.940000000000055,3.605000000000018,1.0,0,42.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_63_0_0,2021-01-01,41.42926784101561,2.1943596602829416,11.65500000000003,5.795000000000016,1.0,0,43.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_64_0_0,2021-01-01,41.44085610818075,2.0571869163978818,8.465000000000032,4.235000000000014,1.0,0,44.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_65_0_0,2021-01-01,41.35650430300193,2.086022837018106,12.640000000000043,4.815000000000055,1.0,0,45.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_66_0_0,2021-01-01,41.38992163157118,2.10919937134841,10.330000000000041,6.185000000000002,1.0,0,46.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_67_0_0,2021-01-01,41.40582181210009,2.072278613171079,9.595000000000027,5.585000000000036,1.0,0,47.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_68_0_0,2021-01-01,41.34302957374013,2.123213089780677,12.380000000000052,3.920000000000016,1.0,0,48.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_69_0_0,2021-01-01,41.46295466417009,2.0738955806825174,9.28000000000003,4.215000000000032,1.0,0,49.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_70_0_0,2021-01-01,41.494755025227924,2.1628287938103483,11.185000000000002,3.6650000000000205,1.0,0,50.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_71_0_0,2021-01-01,41.49152109020509,2.096802620427553,10.360000000000014,3.375000000000057,1.0,0,51.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_73_0_0,2021-01-01,41.32389545818839,2.0588038839092917,12.065000000000055,4.185000000000002,1.0,0,52.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_74_0_0,2021-01-01,41.440586613595514,2.1267165193887365,8.300000000000011,4.895000000000039,1.0,0,53.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_75_0_0,2021-01-01,41.41983553053235,2.104348468814152,8.275000000000034,4.635000000000048,1.0,0,54.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_78_0_0,2021-01-01,41.46645809377816,2.0849448586771757,9.930000000000007,4.1200000000000045,1.0,0,55.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_80_0_0,2021-01-01,41.486939682256086,2.043173197965615,11.04000000000002,3.4700000000000273,1.0,0,56.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_82_0_0,2021-01-01,41.3322497903307,2.0491020788408036,11.245000000000005,4.610000000000014,1.0,0,57.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_83_0_0,2021-01-01,41.30772578307424,2.135340346116294,11.190000000000055,4.710000000000036,1.0,0,58.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_84_0_0,2021-01-01,41.47508192050571,2.2555349311314785,10.975000000000023,5.080000000000041,1.0,0,59.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_85_0_0,2021-01-01,41.32793787696693,2.0695836673187387,11.075000000000045,4.390000000000043,1.0,0,60.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_86_0_0,2021-01-01,41.497180476495046,2.25257049069387,8.275000000000034,4.795000000000016,1.0,0,61.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_88_0_0,2021-01-01,41.408247263367215,2.091143234137604,9.590000000000032,5.455000000000041,1.0,0,62.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_91_0_0,2021-01-01,41.49825845483599,2.0946466637456638,9.985000000000014,3.7350000000000136,1.0,0,63.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_92_0_0,2021-01-01,41.36216368929188,2.035896844164256,10.775000000000034,4.585000000000036,1.0,0,64.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_93_0_0,2021-01-01,41.440586613595514,2.114858757638359,8.250000000000057,4.5400000000000205,1.0,0,65.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_95_0_0,2021-01-01,41.34222108998443,2.0687751835630195,11.345000000000027,4.740000000000009,1.0,0,66.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_96_0_0,2021-01-01,41.47292596382382,2.285987819263113,10.830000000000041,5.210000000000036,1.0,0,67.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_97_0_0,2021-01-01,41.41148119839004,2.1595948587875,11.66500000000002,7.2450000000000045,1.0,0,68.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_98_0_0,2021-01-01,41.360546721780466,2.091143234137604,11.755000000000052,5.03000000000003,1.0,0,69.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_99_0_0,2021-01-01,41.35084491671198,2.1393827648948047,12.32000000000005,5.7450000000000045,1.0,0,70.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_100_0_0,2021-01-01,41.43304076520891,2.174417060975486,11.260000000000048,5.850000000000023,1.0,0,71.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_101_0_0,2021-01-01,41.457564772465375,2.1577083966908503,8.675000000000011,4.835000000000036,1.0,0,72.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_103_0_0,2021-01-01,41.42926784101561,2.1366878190424643,8.675000000000011,5.330000000000041,1.0,0,73.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_104_0_0,2021-01-01,41.49825845483599,2.198132584476241,10.305000000000007,3.830000000000041,1.0,0,74.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_106_0_0,2021-01-01,41.436813689402214,2.078207494046268,8.330000000000041,4.175000000000011,1.0,0,75.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_108_0_0,2021-01-01,41.35758228134287,2.169296663855988,10.680000000000007,6.345000000000027,1.0,0,76.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_110_0_0,2021-01-01,41.48720917684132,2.2956896243316294,11.875000000000057,5.365000000000009,1.0,0,77.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_111_0_0,2021-01-01,41.35084491671198,2.076590526534858,12.285000000000025,5.490000000000009,1.0,0,78.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_113_0_0,2021-01-01,41.41444563882764,2.2097208516413787,11.565000000000055,6.3700000000000045,1.0,0,79.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_114_0_0,2021-01-01,41.30530033180712,2.0825194074100466,11.54000000000002,4.490000000000009,1.0,0,80.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_115_0_0,2021-01-01,41.39881495288396,2.1463896241109524,11.305000000000007,7.060000000000002,1.0,0,81.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_116_0_0,2021-01-01,41.385340223622165,2.079824461557706,11.105000000000018,5.470000000000027,1.0,0,82.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_117_0_0,2021-01-01,41.486670187670846,2.0321239199709566,11.15500000000003,3.480000000000018,1.0,0,83.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_118_0_0,2021-01-01,41.33467524159782,2.0283509957776573,11.100000000000023,5.850000000000023,1.0,0,84.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_120_0_0,2021-01-01,41.476429393431886,2.2655062307852063,11.335000000000036,5.430000000000007,1.0,0,85.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_121_0_0,2021-01-01,41.40258787707726,2.1593253642022603,11.190000000000055,7.375000000000057,1.0,0,86.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_123_0_0,2021-01-01,41.43789166774316,2.185735833555384,11.435000000000002,5.8250000000000455,1.0,0,87.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_126_0_0,2021-01-01,41.48343625264802,2.179267963509716,10.230000000000018,4.160000000000025,1.0,0,88.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_127_0_0,2021-01-01,41.49933643317693,2.276016519609385,10.07000000000005,5.205000000000041,1.0,0,89.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_128_0_0,2021-01-01,41.46618859919292,2.079824461557706,9.255000000000052,4.105000000000018,1.0,0,90.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_131_0_0,2021-01-01,41.41282867131622,2.1633677829807993,10.90500000000003,6.390000000000043,1.0,0,91.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_132_0_0,2021-01-01,41.494755025227924,2.0216136311467494,10.985000000000014,2.5300000000000296,1.0,0,92.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
